/usr/local/lib/python3.10/dist-packages/torch/nn/modules/rnn.py:83: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.1 and num_layers=1
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 23040, 'power_mW_avg': 19957, 'gpu_utilization': 99, 'gpu_temperature': 66.218}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 24080, 'power_mW_avg': 20055, 'gpu_utilization': 99, 'gpu_temperature': 66.031}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 24000, 'power_mW_avg': 20147, 'gpu_utilization': 99, 'gpu_temperature': 66.437}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 22636, 'power_mW_avg': 20204, 'gpu_utilization': 99, 'gpu_temperature': 66.031}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21594, 'power_mW_avg': 20235, 'gpu_utilization': 99, 'gpu_temperature': 66.093}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21394, 'power_mW_avg': 20260, 'gpu_utilization': 99, 'gpu_temperature': None}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21394, 'power_mW_avg': 20284, 'gpu_utilization': 99, 'gpu_temperature': 66.218}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21394, 'power_mW_avg': 20307, 'gpu_utilization': 99, 'gpu_temperature': 66.062}
tensor(17.1727, device='cuda:0', grad_fn=<MeanBackward0>)
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 17202, 'power_mW_avg': 20244, 'gpu_utilization': 99, 'gpu_temperature': 64.468}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 23400, 'power_mW_avg': 20307, 'gpu_utilization': 99, 'gpu_temperature': None}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 23120, 'power_mW_avg': 20362, 'gpu_utilization': 89, 'gpu_temperature': 66.687}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 24120, 'power_mW_avg': 20434, 'gpu_utilization': 99, 'gpu_temperature': 67.406}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 22716, 'power_mW_avg': 20477, 'gpu_utilization': 99, 'gpu_temperature': 67.25}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21754, 'power_mW_avg': 20501, 'gpu_utilization': 98, 'gpu_temperature': 67.781}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21714, 'power_mW_avg': 20523, 'gpu_utilization': 99, 'gpu_temperature': 67.718}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21674, 'power_mW_avg': 20543, 'gpu_utilization': 98, 'gpu_temperature': None}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21834, 'power_mW_avg': 20566, 'gpu_utilization': 99, 'gpu_temperature': 67.875}
tensor(19.2659, device='cuda:0', grad_fn=<MeanBackward0>)
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 17885, 'power_mW_avg': 20520, 'gpu_utilization': 99, 'gpu_temperature': 66.5}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 23720, 'power_mW_avg': 20574, 'gpu_utilization': 99, 'gpu_temperature': 68.093}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 23520, 'power_mW_avg': 20623, 'gpu_utilization': 99, 'gpu_temperature': None}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 24440, 'power_mW_avg': 20686, 'gpu_utilization': 99, 'gpu_temperature': 68.437}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 22556, 'power_mW_avg': 20716, 'gpu_utilization': 99, 'gpu_temperature': 67.375}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21634, 'power_mW_avg': 20730, 'gpu_utilization': 58, 'gpu_temperature': 67.187}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21514, 'power_mW_avg': 20743, 'gpu_utilization': 97, 'gpu_temperature': 67.312}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 21474, 'power_mW_avg': 20754, 'gpu_utilization': 45, 'gpu_temperature': 67.218}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 20505, 'power_mW_avg': 20750, 'gpu_utilization': 12, 'gpu_temperature': 66.656}
tensor(23.6291, device='cuda:0', grad_fn=<MeanBackward0>)
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 18779, 'power_mW_avg': 20721, 'gpu_utilization': 99, 'gpu_temperature': 68.062}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 23800, 'power_mW_avg': 20766, 'gpu_utilization': 99, 'gpu_temperature': 69.218}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 23680, 'power_mW_avg': 20808, 'gpu_utilization': 99, 'gpu_temperature': 69.343}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 24480, 'power_mW_avg': 20861, 'gpu_utilization': 99, 'gpu_temperature': 69.687}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 20753, 'power_mW_avg': 20859, 'gpu_utilization': 13, 'gpu_temperature': 66.75}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 19943, 'power_mW_avg': 20846, 'gpu_utilization': 12, 'gpu_temperature': 66.437}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 19863, 'power_mW_avg': 20833, 'gpu_utilization': 13, 'gpu_temperature': 66.687}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 19702, 'power_mW_avg': 20818, 'gpu_utilization': 12, 'gpu_temperature': 66.656}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 18860, 'power_mW_avg': 20792, 'gpu_utilization': 12, 'gpu_temperature': 66.343}
tensor(24.7895, device='cuda:0', grad_fn=<MeanBackward0>)
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 19622, 'power_mW_avg': 20776, 'gpu_utilization': 99, 'gpu_temperature': 68.875}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 24040, 'power_mW_avg': 20819, 'gpu_utilization': 99, 'gpu_temperature': 69.625}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 23880, 'power_mW_avg': 20858, 'gpu_utilization': 99, 'gpu_temperature': 69.812}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 24640, 'power_mW_avg': 20906, 'gpu_utilization': 99, 'gpu_temperature': 69.75}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 19341, 'power_mW_avg': 20886, 'gpu_utilization': 12, 'gpu_temperature': 66.906}
[Tegrastats] Stats: {'mem_used_MB': 10942, 'mem_total_MB': 15657, 'power_mW_current': 18699, 'power_mW_avg': 20859, 'gpu_utilization': 13, 'gpu_temperature': 66.718}
[Tegrastats] Stats: {'mem_used_MB': 10943, 'mem_total_MB': 15657, 'power_mW_current': 18619, 'power_mW_avg': 20832, 'gpu_utilization': 12, 'gpu_temperature': 66.625}
[Tegrastats] Stats: {'mem_used_MB': 10943, 'mem_total_MB': 15657, 'power_mW_current': 18619, 'power_mW_avg': 20805, 'gpu_utilization': 13, 'gpu_temperature': 66.812}
[Tegrastats] Stats: {'mem_used_MB': 10943, 'mem_total_MB': 15657, 'power_mW_current': 17885, 'power_mW_avg': 20770, 'gpu_utilization': 12, 'gpu_temperature': 66.718}
tensor(26.5008, device='cuda:0', grad_fn=<MeanBackward0>)
[Tegrastats] Stats: {'mem_used_MB': 10945, 'mem_total_MB': 15657, 'power_mW_current': 20425, 'power_mW_avg': 20766, 'gpu_utilization': 99, 'gpu_temperature': 69.75}
[Tegrastats] Stats: {'mem_used_MB': 10945, 'mem_total_MB': 15657, 'power_mW_current': 23960, 'power_mW_avg': 20803, 'gpu_utilization': 99, 'gpu_temperature': 70.187}
[Tegrastats] Stats: {'mem_used_MB': 10945, 'mem_total_MB': 15657, 'power_mW_current': 24040, 'power_mW_avg': 20841, 'gpu_utilization': 99, 'gpu_temperature': 70.187}
[Tegrastats] Stats: {'mem_used_MB': 10860, 'mem_total_MB': 15657, 'power_mW_current': 24000, 'power_mW_avg': 20876, 'gpu_utilization': 96, 'gpu_temperature': 69.375}
[Tegrastats] Stats: {'mem_used_MB': 10860, 'mem_total_MB': 15657, 'power_mW_current': 18539, 'power_mW_avg': 20850, 'gpu_utilization': 31, 'gpu_temperature': 67.562}
[Tegrastats] Stats: {'mem_used_MB': 10859, 'mem_total_MB': 15657, 'power_mW_current': 18006, 'power_mW_avg': 20819, 'gpu_utilization': 98, 'gpu_temperature': 67.718}
[Tegrastats] Stats: {'mem_used_MB': 10859, 'mem_total_MB': 15657, 'power_mW_current': 18006, 'power_mW_avg': 20788, 'gpu_utilization': 99, 'gpu_temperature': 67.906}
[Tegrastats] Stats: {'mem_used_MB': 10859, 'mem_total_MB': 15657, 'power_mW_current': 17925, 'power_mW_avg': 20757, 'gpu_utilization': 99, 'gpu_temperature': 68.25}
[Tegrastats] Stats: {'mem_used_MB': 10859, 'mem_total_MB': 15657, 'power_mW_current': 18126, 'power_mW_avg': 20728, 'gpu_utilization': 99, 'gpu_temperature': 69.437}
tensor(28.7162, device='cuda:0', grad_fn=<MeanBackward0>)
[Tegrastats] Monitoring stopped.
         1167552 function calls (1154838 primitive calls) in 94.008 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.004    0.004   94.013   94.013 /home/nathanpanzer/Computing-Beyond-CPUs-project-Deep-Speech/myTests/./Deepspeech2:127(func)
       10    0.000    0.000   51.815    5.182 /usr/local/lib/python3.10/dist-packages/torch/_tensor.py:466(backward)
       10    0.000    0.000   51.815    5.182 /usr/local/lib/python3.10/dist-packages/torch/autograd/__init__.py:165(backward)
       10    0.000    0.000   51.814    5.181 /usr/local/lib/python3.10/dist-packages/torch/autograd/graph.py:739(_engine_run_backward)
       10   51.813    5.181   51.813    5.181 {method 'run_backward' of 'torch._C._EngineBase' objects}
   290/20    0.002    0.000   37.286    1.864 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/module.py:1528(_wrapped_call_impl)
   290/20    0.005    0.000   37.286    1.864 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/module.py:1534(_call_impl)
       10    0.002    0.000   36.838    3.684 /home/nathanpanzer/Computing-Beyond-CPUs-project-Deep-Speech/kospeech/models/deepspeech2/model.py:142(forward)
       50    0.004    0.000   33.984    0.680 /home/nathanpanzer/Computing-Beyond-CPUs-project-Deep-Speech/kospeech/models/deepspeech2/model.py:72(forward)
       50    0.005    0.000   30.220    0.604 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/rnn.py:1084(forward)
       50   30.200    0.604   30.200    0.604 {built-in method torch.gru}
       50    3.612    0.072    3.612    0.072 {method 'cpu' of 'torch._C.TensorBase' objects}
       10    0.000    0.000    2.766    0.277 /home/nathanpanzer/Computing-Beyond-CPUs-project-Deep-Speech/kospeech/models/convolution.py:405(forward)
       10    0.001    0.000    2.766    0.277 /home/nathanpanzer/Computing-Beyond-CPUs-project-Deep-Speech/kospeech/models/convolution.py:306(forward)
       10    0.032    0.003    2.763    0.276 /home/nathanpanzer/Computing-Beyond-CPUs-project-Deep-Speech/kospeech/models/convolution.py:198(forward)
       11    0.000    0.000    2.696    0.245 {built-in method builtins.print}
       10    0.000    0.000    2.696    0.270 /usr/local/lib/python3.10/dist-packages/torch/_tensor.py:458(__repr__)
       10    0.000    0.000    2.696    0.270 /usr/local/lib/python3.10/dist-packages/torch/_tensor_str.py:694(_str)
       10    0.001    0.000    2.694    0.269 /usr/local/lib/python3.10/dist-packages/torch/_tensor_str.py:390(_str_intern)
       10    0.001    0.000    2.692    0.269 /usr/local/lib/python3.10/dist-packages/torch/_tensor_str.py:302(_tensor_str)
       10    0.029    0.003    2.691    0.269 /usr/local/lib/python3.10/dist-packages/torch/_tensor_str.py:122(__init__)
       10    2.629    0.263    2.629    0.263 {built-in method torch.masked_select}
       60    1.643    0.027    1.643    0.027 {method 'cuda' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    1.366    1.366 /usr/local/lib/python3.10/dist-packages/torch/optim/adam.py:15(__init__)
        1    0.000    0.000    1.366    1.366 /usr/local/lib/python3.10/dist-packages/torch/optim/optimizer.py:250(__init__)
   3402/2    0.014    0.000    1.366    0.683 <frozen importlib._bootstrap>:1022(_find_and_load)
    762/2    0.004    0.000    1.366    0.683 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
        1    0.000    0.000    1.366    1.366 /usr/local/lib/python3.10/dist-packages/torch/_compile.py:20(inner)
    731/2    0.004    0.000    1.365    0.683 <frozen importlib._bootstrap>:664(_load_unlocked)
    729/2    0.003    0.000    1.365    0.682 <frozen importlib._bootstrap_external>:877(exec_module)
    911/2    0.002    0.000    1.364    0.682 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
   1399/2    0.086    0.000    1.364    0.682 {built-in method builtins.exec}
        1    0.000    0.000    1.364    1.364 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/__init__.py:1(<module>)
   822/44    0.003    0.000    1.007    0.023 <frozen importlib._bootstrap>:1053(_handle_fromlist)
    177/3    0.001    0.000    1.007    0.336 {built-in method builtins.__import__}
        1    0.000    0.000    1.005    1.005 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/convert_frame.py:1(<module>)
        1    0.001    0.001    0.633    0.633 /usr/local/lib/python3.10/dist-packages/torch/fx/experimental/symbolic_shapes.py:1(<module>)
        1    0.000    0.000    0.605    0.605 /usr/local/lib/python3.10/dist-packages/torch/utils/_sympy/functions.py:1(<module>)
        1    0.000    0.000    0.597    0.597 /usr/local/lib/python3.10/dist-packages/sympy/__init__.py:1(<module>)
       60    0.539    0.009    0.539    0.009 {method 'masked_fill' of 'torch._C.TensorBase' objects}
       10    0.000    0.000    0.448    0.045 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/loss.py:1784(forward)
       10    0.000    0.000    0.448    0.045 /usr/local/lib/python3.10/dist-packages/torch/nn/functional.py:2628(ctc_loss)
       10    0.447    0.045    0.447    0.045 {built-in method torch.ctc_loss}
        2    0.000    0.000    0.358    0.179 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/decorators.py:36(disable)
        1    0.000    0.000    0.358    0.358 /usr/local/lib/python3.10/dist-packages/sympy/polys/__init__.py:1(<module>)
        2    0.000    0.000    0.358    0.179 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/eval_frame.py:351(__call__)
        2    0.000    0.000    0.358    0.179 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/trace_rules.py:3377(check)
        2    0.000    0.000    0.358    0.179 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/trace_rules.py:3342(check_verbose)
        2    0.000    0.000    0.358    0.179 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/trace_rules.py:3432(lookup_inner)
        1    0.003    0.003    0.356    0.356 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/trace_rules.py:2777(get_torch_obj_rule_map)
     2640    0.005    0.000    0.353    0.000 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/trace_rules.py:2803(load_object)
       10    0.348    0.035    0.348    0.035 {built-in method torch.rand}
       20    0.000    0.000    0.294    0.015 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/conv.py:459(forward)
      729    0.008    0.000    0.294    0.000 <frozen importlib._bootstrap_external>:950(get_code)
       20    0.000    0.000    0.294    0.015 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/conv.py:451(_conv_forward)
       20    0.294    0.015    0.294    0.015 {built-in method torch.conv2d}
        1    0.000    0.000    0.291    0.291 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/trace_rules.py:1(<module>)
2649/2643    0.003    0.000    0.279    0.000 /usr/lib/python3.10/importlib/__init__.py:108(import_module)
2651/2643    0.002    0.000    0.275    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
     2640    0.003    0.000    0.267    0.000 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/trace_rules.py:2793(_load_obj_from_str)
      729    0.003    0.000    0.219    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
      729    0.216    0.000    0.216    0.000 {built-in method marshal.loads}
1537/1496    0.040    0.000    0.214    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.209    0.209 /usr/local/lib/python3.10/dist-packages/torch/_dynamo/variables/__init__.py:1(<module>)
        1    0.000    0.000    0.178    0.178 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/module.py:1051(to)
     30/1    0.007    0.000    0.178    0.178 /usr/local/lib/python3.10/dist-packages/torch/nn/modules/module.py:776(_apply)
        1    0.000    0.000    0.155    0.155 /usr/local/lib/python3.10/dist-packages/sympy/polys/partfrac.py:1(<module>)
        1    0.000    0.000    0.155    0.155 /usr/local/lib/python3.10/dist-packages/sympy/utilities/decorator.py:59(xthreaded)
        1    0.000    0.000    0.155    0.155 /usr/local/lib/python3.10/dist-packages/sympy/utilities/decorator.py:10(threaded_factory)
        1    0.000    0.000    0.154    0.154 /usr/local/lib/python3.10/dist-packages/sympy/matrices/__init__.py:1(<module>)
      173    0.140    0.001    0.154    0.001 {method 'to' of 'torch._C.TensorBase' objects}
      173    0.000    0.000    0.153    0.001 /usr/lib/python3.10/dataclasses.py:1174(wrap)
      173    0.010    0.000    0.152    0.001 /usr/lib/python3.10/dataclasses.py:881(_process_class)
        1    0.000    0.000    0.152    0.152 /home/nathanpanzer/Computing-Beyond-CPUs-project-Deep-Speech/kospeech/models/deepspeech2/model.py:108(__init__)
        1    0.000    0.000    0.150    0.150 /usr/local/lib/python3.10/dist-packages/sympy/polys/polyfuncs.py:1(<module>)
        1    0.000    0.000    0.149    0.149 /usr/local/lib/python3.10/dist-packages/torch/distributed/_tensor/__init__.py:1(<module>)
        1    0.000    0.000    0.149    0.149 /usr/local/lib/python3.10/dist-packages/sympy/polys/specialpolys.py:1(<module>)
        1    0.000    0.000    0.148    0.148 /usr/local/lib/python3.10/dist-packages/torch/distributed/_tensor/ops/__init__.py:1(<module>)
